uid	iid	score	label
0	3	0.5743963718414307	1.0
0	1215	0.034705936908721924	0.0
0	852	0.04725244268774986	0.0
0	72	0.4635048806667328	0.0
0	216	0.022253211587667465	0.0
0	946	0.1014765053987503	0.0
0	1112	0.09496288746595383	0.0
0	1342	0.01935911551117897	0.0
0	870	0.10325552523136139	0.0
0	820	0.29742762446403503	0.0
0	1013	0.1002037301659584	0.0
0	1074	0.1220635250210762	0.0
0	281	0.438803493976593	0.0
0	117	0.5854998826980591	0.0
0	936	0.08014852553606033	0.0
0	1253	0.06428941339254379	0.0
0	1077	0.04947073757648468	0.0
0	123	0.4036864638328552	0.0
0	190	0.4747500419616699	0.0
0	1014	0.02152259647846222	0.0
0	447	0.1313462108373642	0.0
0	633	0.21677295863628387	0.0
0	225	0.7229979634284973	0.0
0	458	0.14655031263828278	0.0
0	369	0.0234143678098917	0.0
0	885	0.14916028082370758	0.0
0	1045	0.0356794111430645	0.0
0	99	0.29978668689727783	0.0
0	672	0.40924015641212463	0.0
0	1145	0.026087598875164986	0.0
0	639	0.5603101253509521	0.0
0	1068	0.028899000957608223	0.0
0	740	0.0965859442949295	0.0
0	192	0.05859691649675369	0.0
0	139	0.34128832817077637	0.0
0	801	0.22949887812137604	0.0
0	28	0.6079124212265015	0.0
0	1155	0.0186025220900774	0.0
0	1164	0.009135347791016102	0.0
0	153	0.33799272775650024	0.0
0	681	0.24734307825565338	0.0
0	732	0.21815691888332367	0.0
0	405	0.18386822938919067	0.0
0	957	0.0699615553021431	0.0
0	911	0.4663712680339813	0.0
0	1264	0.02460828237235546	0.0
0	952	0.061657555401325226	0.0
0	1266	0.025914303958415985	0.0
0	1010	0.12723450362682343	0.0
0	1089	0.07900353521108627	0.0
0	935	0.026918355375528336	0.0
0	766	0.29306361079216003	0.0
0	942	0.18688246607780457	0.0
0	129	0.2603105902671814	0.0
0	1190	0.016754865646362305	0.0
0	816	0.16258899867534637	0.0
0	730	0.1996099203824997	0.0
0	359	0.1177423819899559	0.0
0	1226	0.021903567016124725	0.0
0	737	0.10419248044490814	0.0
0	1293	0.013136840425431728	0.0
0	456	0.1784784197807312	0.0
0	1221	0.11686626076698303	0.0
0	1286	0.025983260944485664	0.0
0	1047	0.055914923548698425	0.0
0	1296	0.021299349144101143	0.0
0	770	0.04578985273838043	0.0
0	941	0.026289066299796104	0.0
0	1317	0.014105765148997307	0.0
0	1301	0.02638886123895645	0.0
0	162	0.2718488276004791	0.0
0	243	0.17661695182323456	0.0
0	1225	0.04110858216881752	0.0
0	1056	0.027416065335273743	0.0
0	1146	0.12113488465547562	0.0
0	328	0.11579752713441849	0.0
0	453	0.20052291452884674	0.0
0	1028	0.08224321901798248	0.0
0	932	0.15826672315597534	0.0
0	960	0.0372808575630188	0.0
0	195	0.27808427810668945	0.0
0	873	0.034101299941539764	0.0
0	250	0.4974634051322937	0.0
0	846	0.33852633833885193	0.0
0	1037	0.03099646605551243	0.0
0	848	0.02818470261991024	0.0
0	1324	0.022005675360560417	0.0
0	750	0.07931125164031982	0.0
0	987	0.03796108812093735	0.0
0	275	0.11184735596179962	0.0
0	1069	0.05913311243057251	0.0
0	721	0.09298714250326157	0.0
0	576	0.02281915955245495	0.0
0	370	0.5372787117958069	0.0
0	1235	0.05189574882388115	0.0
0	725	0.12274248152971268	0.0
0	759	0.2096213698387146	0.0
0	1282	0.054820433259010315	0.0
0	589	0.3022940456867218	0.0
0	305	0.5582690834999084	0.0
1	4	0.8095687627792358	1.0
1	1317	0.026781870052218437	0.0
1	990	0.08365819603204727	0.0
1	697	0.06198899820446968	0.0
1	937	0.17772549390792847	0.0
1	1009	0.07987083494663239	0.0
1	770	0.049364861100912094	0.0
1	737	0.16404713690280914	0.0
1	926	0.18344922363758087	0.0
1	64	0.37863653898239136	0.0
1	912	0.13994577527046204	0.0
1	523	0.4007799029350281	0.0
1	717	0.110751673579216	0.0
1	269	0.3359656035900116	0.0
1	125	0.4243558943271637	0.0
1	1319	0.03447895497083664	0.0
